KEY,en,notes,sp,fr,de,it,pt-br
PICKUP_MEDIUMSCRAP_DESC,Gain +4 [img:shield] when collected.,,Obtiene +4 [img:shield] al recogerla.,"Ramassé, confère [img:shield] +4.",Erhalte +4&nbsp;[img:shield].,Ottieni +4 allo [img:shield] quando lo raccogli.,Obtenha +4 de [img:shield] ao coletar.
PICKUP_BIGSCRAP_NAME,Big Scrap,,Chatarra grande,Grosse ferraille,Großer Schrott,Rottame Grande,Sucata Grande
PICKUP_BIGSCRAP_DESC,Gain +6 [img:shield] when collected.,,Obtiene +6 [img:shield] al recogerla.,"Ramassé, confère [img:shield] +6.",Erhalte +6&nbsp;[img:shield].,Ottieni +6 allo [img:shield] quando lo raccogli.,Obtenha +6 de [img:shield] ao coletar.
PICKUP_BLESSING_NAME,Blessing,,Bendición,Bénédiction,Gesegnetes Kreuz,Benedizione,Benção
PICKUP_BLESSING_DESC,Gain +1 [img:divineshield] when collected.,,Obtiene +1 [img:divineshield] al recogerla.,"Ramassée, confère [img:divineshield] +1.",Erhalte +1&nbsp;[img:divineshield].,Ottieni +1 allo [img:divineshield] quando lo raccogli.,Obtenha +1 de [img:divineshield] ao coletar.
PICKUP_CATNIP_NAME,Catnip,,Hierba gatera,Herbe à chat,Katzenminze,Erba Gatta,Erva-de-Gato
PICKUP_CATNIP_DESC,Gain +2 mana when eaten.,,Obtiene +2 de maná al recogerla.,"Consommée, confère Mana +2.",Erhalte +2&nbsp;Mana.,Ottieni +2 al mana quando la mangi.,Obtenha +2 de mana ao comer.
PICKUP_MEDIUMCATNIP_NAME,Medium Catnip,,Hierba gatera mediana,Herbe à chat moyenne,Mittelgroße Katzenminze,Erba Gatta Media,Erva-de-Gato Média
PICKUP_MEDIUMCATNIP_DESC,Gain +4 mana when eaten.,,Obtiene +4 de maná al recogerla.,"Consommée, confère Mana +4.",Erhalte +4&nbsp;Mana.,Ottieni +4 al mana quando la mangi.,Obtenha +4 de mana ao comer.
PICKUP_BIGCATNIP_NAME,Big Catnip,,Hierba gatera grande,Grosse herbe à chat,Große Katzenminze,Erba Gatta Grande,Erva-de-Gato Grande
PICKUP_BIGCATNIP_DESC,Gain +6 mana when eaten.,,Obtiene +6 de maná al recogerla.,"Consommée, confère Mana +6.",Erhalte +6&nbsp;Mana.,Ottieni +6 al mana quando la mangi.,Obtenha +6 de mana ao comer.
PICKUP_ANTIDOTE_NAME,Antidote,,Antídoto,Antidote,Gegengift,Antidoto,Antídoto
PICKUP_ANTIDOTE_DESC,Cleanse all debuffs when eaten.,,Elimina todas las desventajas al tomárselo.,Consommé dissipe tous les malus.,Reinige alle Schwächungen.,Elimina tutti i malus quando viene ingerito.,Purifica todos os enfraquecimentos ao comer.
,,,,,,,
//tiles,,,,,,,
TILE_BRAMBLETILE_NAME,Bramble Tile,,Casilla de zarzas,Case de ronces,Dornengestrüpp,Casella di Rovi,Espaço de Espinheiro
TILE_BRAMBLETILE_DESC,2 damage when stepped on. Moving through this tile costs 2 movement.,,2 de daño al pisarla. Moverse por esta casilla cuesta 2 de movimiento.,Marcher dessus inflige 2&nbsp;dégâts. La traverser coûte 2&nbsp;points de déplacement.,2&nbsp;Schaden bei Betreten. Über dieses Feld zu gehen kostet 2&nbsp;Bewegung.,2 di danno quando ci si cammina sopra. Attraversare questa casella costa 2 di movimento.,2 de dano ao pisar. Mover-se por este espaço custa 2 de movimento.
TILE_TALLBRAMBLETILE_NAME,Thick Bramble Tile,,Casilla de zarzas espesas,Case de ronces épaisses,Dichtes Dornengestrüpp,Casella di Rovi Fitti,Espaço de Espinheiro Grosso
TILE_TALLBRAMBLETILE_DESC,4 damage when stepped on. Moving through this tile costs 3 movement.,,4 de daño al pisarla. Moverse por esta casilla cuesta 3 de movimiento.,Marcher dessus inflige 4&nbsp;dégâts. La traverser coûte 3&nbsp;points de déplacement.,4&nbsp;Schaden bei Betreten. Über dieses Feld zu gehen kostet 3&nbsp;Bewegung.,3 di danno quando ci si cammina sopra. Attraversare questa casella costa 3 di movimento.,4 de dano ao pisar. Mover-se por este espaço custa 3 de movimento.
TILE_CREEPTILE_NAME,Creep Tile,,Casilla de líquido tóxico,Case de bave toxique,Ekelschleim,Casella di Melma,Espaço de Gosma
TILE_CREEPTILE_DESC,1 damage when entering or starting your turn on this tile. Moving through this tile costs 2 movement.,,1 de daño al pisarla o empezar el turno ahí. Moverse por esta casilla cuesta 2 de movimiento.,Marcher dessus ou commencer son tour dessus inflige 1&nbsp;dégât. La traverser coûte 2&nbsp;points de déplacement.,"1&nbsp;Schaden bei Betreten, oder wenn du deinen Zug auf diesem Feld beginnst. Über dieses Feld zu gehen kostet 2&nbsp;Bewegung.",1 di danno quando si entra o si comincia il turno su questa casella. Attraversare questa casella costa 2 di movimento.,1 de dano ao entrar ou iniciar seu turno neste espaço. Mover-se por este espaço custa 2 de movimento.
TILE_OILTILE_NAME,Tar Tile,,Casilla de brea,Case de goudron,Teer,Casella di Catrame,Espaço de Piche
TILE_OILTILE_DESC,Slows you down!,,¡Inflige ralentización!,Vous ralentit&nbsp;!,Verlangsamt dich!,Ti rallenta!,Diminui sua velocidade!
TILE_TOXICTILE_NAME,Toxic Waste,,Residuo tóxico,Déchets toxiques,Giftmüll,Rifiuto Tossico,Lixo Tóxico
TILE_TOXICTILE_DESC,Mutates some things that step in this. Get random stat ups or stat downs when entering or starting your turn on this tile. Moving through this tile costs 2 movement.,,Puede provocar mutaciones al pisarlo. Los atributos aumentan o se reducen al azar al caer en esta casilla o empezar el turno ahí. Moverse por esta casilla cuesta 2 de movimiento.,Fait muter certaines choses qui marchent dessus. Confère des augmentations ou des diminutions aléatoires de stats en marchant dessus ou en commençant son tour dessus. La traverser coûte 2&nbsp;points de déplacement.,"Mutiert manchmal Einheiten bei Betreten. Erhalte einen zufälligen Bonus oder Malus auf Attribute, wenn du dieses Feld betrittst oder deinen Zug hier beginnst. Über dieses Feld zu gehen kostet 2&nbsp;Bewegung.",Provoca la mutazione di alcune cose che ci camminano sopra. Provoca un aumento o un abbassamento casuale delle statistiche quando ci si entra o si comincia il proprio turno su di essa. Attraversare questa casella costa 2 di movimento.,Transforma algumas coisas que pisam nisto. Obtenha aleatoriamente atributos aumentados ou diminuídos ao entrar ou iniciar seu turno neste espaço. Mover-se por este espaço custa 2 de movimento.
TILE_FIRETILE_NAME,Fire Tile,,Casilla de fuego,Case de feu,Feuer,Casella di Fuoco,Espaço de Fogo
TILE_FIRETILE_DESC,1 Burn when entering this tile. 2 Burn when starting your turn on this tile.,,1 de quemadura al pisar esta casilla. 2 de quemadura al empezar el turno ahí.,Inflige Brûlure +1&nbsp;quand on marche sur cette case. Inflige Brûlure +2&nbsp;quand on commence son tour sur cette case.,"1&nbsp;Verbrennung bei Betreten. 2&nbsp;Verbrennung, wenn du deinen Zug auf diesem Feld beginnst.",1 Bruciatura quando si entra in questa casella. 2 Bruciatura quando si comincia il proprio turno su di essa.,1 de queimadura ao entrar neste espaço. 2 de queimadura ao iniciar seu turno neste espaço.
TILE_GLASSTILE_NAME,Glass Tile,,Casilla de cristales,Case de verre,Scherbenfeld,Casella di Vetro,Espaço de Vidro
TILE_GLASSTILE_DESC,"1 damage when stepping on this tile. When attacked, gets destroyed and causes 1 Bleed on anything standing on it.",,"1 de daño al pisar esta casilla. Cuando sufre un ataque, se destruye y provoca 1 de hemorragia a todo aquello que esté encima.","Marcher dessus inflige 1&nbsp;dégât. Quand elle est attaquée, elle est détruite et inflige Saignement +1&nbsp;à se qui se trouve dessus.","1&nbsp;Schaden bei Betreten. Wird zerstört, wenn es angegriffen wird und verursacht 1&nbsp;Blutung bei Einheiten, die auf ihm stehen.","1 di danno quando si cammina su questa casella. Quando viene attaccata, si distrugge e causa 1 Sanguinamento a qualunque cosa ci sia sopra.","1 de dano ao pisar neste espaço. Ao ser atacado, ele é destruído e causa 1 de sangramento em qualquer coisa que esteja sobre ele."
TILE_FLOATINGGLASSTILE_NAME,Floating Glass Tile,,Casilla de cristales flotantes,Case de verre flottant,Schwebendes Scherbenfeld,Casella di Vetro Fluttuante,Espaço de Vidro Flutuante
TILE_FLOATINGGLASSTILE_DESC,"2 Damage and Bleed to anything that walks through this, then it falls. Stops Knockback.",,"2 de daño y hemorragia a todo aquello que los atraviese, y luego caen al suelo. Detiene el retroceso.","Inflige 2&nbsp;dégâts et Saignement à tout ce qui la traverse, puis s'effondre. Bloque le Recul.","2&nbsp;Schaden und Blutung, bei Einheiten, die durchlaufen. Fällt anschließend zu Boden. Hält Rückstoß auf.","2 di danno e Sanguinamento a tutto ciò che ci cammina sopra, poi cade. Annulla Contraccolpo.","2 de dano e sangramento em qualquer coisa que passe por este espaço, e então ele cai. Interrompe empurrões."
TILE_GRASSTILE_NAME,Grass Tile,,Casilla de hierba,Case d'herbe,Gras,Casella d'Erba,Espaço de Grama
TILE_GRASSTILE_DESC,,,,,,,
TILE_TALLGRASSTILE_NAME,Tall Grass Tile,,Casilla de hierba alta,Case de hautes herbes,Hohes Gras,Casella d'Erba Alta,Espaço de Grama Alta
TILE_TALLGRASSTILE_DESC,+50% Dodge Chance to things standing in this.,,+50 % de probabilidad de esquiva para todo aquello que esté encima.,+50&nbsp;% de chances d'esquiver les attaques d'unités se trouvant sur cette case.,"+50&nbsp;% Ausweichchance für Einheiten, die in ihm stehen.",+50% di probabilità di schivata per le cose che ci sono sopra.,+50% de chance de esquiva para qualquer coisa que esteja sobre ele.
TILE_FLOWERTILE_NAME,Flower Tile,,Casilla de flores,Case de fleurs,Blumen,Casella di Fiori,Espaço de Flores
TILE_FLOWERTILE_DESC,+2 Health Regen and +2 Mana Regen to things standing on this.,,+2 de regeneración de salud y +2 de regeneración de maná para todo aquello que esté encima.,Les unités se trouvant sur cette case bénéficient de Régénération de PV +2&nbsp;et Régénération de mana +2.,"+2&nbsp;Lebensregeneration und +2&nbsp;Manaregeneration für Einheiten, die auf ihnen stehen.",+2 a Rigenerazione Salute e +2 a Rigenerazione Mana per le cose che ci sono sopra.,+2 de regeneração de saúde e +2 de regeneração de mana para qualquer coisa que esteja sobre ele.
TILE_TALLFLOWERTILE_NAME,Tall Flower Tile,,Casilla de flores altas,Case de hautes fleurs,Hohe Blumen,Casella di Fiori Alti,Espaço de Flores Altas
TILE_TALLFLOWERTILE_DESC,"+3 Health Regen, +3 Mana Regen, and +50% Dodge Chance to things standing in this.",,"+3 de regeneración de salud, +3 de regeneración de maná y 50 % de probabilidad de esquiva para todo aquello que esté encima.","Régénération de PV +3, Régénération de mana +3, +50&nbsp;% de chances d'esquiver les attaques d'unités se trouvant sur cette case.","+3&nbsp;Lebensregeneration, +3&nbsp;Manaregeneration und +50&nbsp;% Ausweichchance für Einheiten, die auf ihnen stehen.","+3 a Rigenerazione Salute, +3 a Rigenerazione Mana, e +50% di probabilità di schivata per le cose che ci sono sopra.","+3 de regeneração de saúde, +3 de regeneração de mana e +50% de chance de esquiva para qualquer coisa que esteja sobre ele."
TILE_ICETILE_NAME,Ice Tile,,Casilla de hielo,Case de glace,Eisfeld,Casella di Ghiaccio,Espaço de Gelo
TILE_ICETILE_DESC,Things on ice slide when hit.,,Todo aquello que esté sobre hielo se desliza al recibir un golpe.,Les unités sur la glace glissent lorsqu'elles sont frappées.,"Einheiten, die auf Eis stehen, rutschen, wenn sie angegriffen werden.",Tutto quello che c'è sul ghiaccio scivola quando viene colpito.,Coisas sobre o gelo deslizam ao serem golpeadas.
TILE_ICESHARDSSMALL_NAME,Ice Shards Tile,,Casilla de fragmentos de hielo,Case d'éclats de glace,Eissplitter,Casella di Frammenti di Ghiaccio,Espaço de Fragmentos de Gelo
TILE_ICESHARDSSMALL_DESC,1 Damage to things that step on this.,,1 de daño a todo aquello que esté encima.,Marcher dessus inflige 1&nbsp;dégât.,1&nbsp;Schaden bei Betreten.,1 di danno per le cose che ci camminano sopra.,1 de dano para qualquer coisa que pise sobre ele.
TILE_ICESHARDSBIG_NAME,Big Ice Shards Tile,,Casilla de fragmentos grandes de hielo,Case de gros éclats de glace,Große Eissplitter,Casella di Frammenti di Ghiaccio Grandi,Espaço de Fragmentos Grandes de Gelo
TILE_ICESHARDSBIG_DESC,2 damage to things that step on this. Moving through this tile costs 2 movement.,,2 de daño a todo aquello que esté encima. Moverse por esta casilla cuesta 2 de movimiento.,Marcher dessus inflige 2&nbsp;dégâts. La traverser coûte 2&nbsp;points de déplacement.,2&nbsp;Schaden bei Betreten. Über dieses Feld zu gehen kostet 2&nbsp;Bewegung.,2 di danno per le cose che ci camminano sopra. Attraversare questa casella costa 2 di movimento.,2 de dano para qualquer coisa que pise sobre ele. Mover-se por este espaço custa 2 de movimento.
TILE_SNOWTILE_NAME,Snow Tile,,Casilla de nieve,Case de neige,Schneefeld,Casella di Neve,Espaço de Neve
TILE_SNOWTILE_DESC,Stops Knockback. Moving through this tile costs 2 movement.,,Detiene el retroceso. Moverse por esta casilla cuesta 2 de movimiento.,Bloque le Recul. Traverser cette case coûte 2&nbsp;points de déplacement.,Hält Rückstoß auf. Über dieses Feld zu gehen kostet 2&nbsp;Bewegung.,Annulla Contraccolpo. Attraversare questa casella costa 2 di movimento.,Interrompe empurrões. Mover-se por este espaço custa 2 de movimento.
TILE_PACKEDSNOWTILE_NAME,Packed Snow Tile,,Casilla de nieve compacta,Case de neige tassée,Dichtes Schneefeld,Casella di Neve Compatta,Espaço de Neve Compactada
TILE_PACKEDSNOWTILE_DESC,,,,,,,
TILE_LAVATILE_NAME,Lava Tile,,Casilla de lava,Case de lave,Lavafeld,Casella di Lava,Espaço de Lava
TILE_LAVATILE_DESC,4 Burn when entering or starting your turn on this tile. Moving through this tile costs 2 movement.,,4 de quemadura al pisarla o empezar el turno ahí. Moverse por esta casilla cuesta 2 de movimiento.,Marcher dessus ou commencer son tour dessus inflige Brûlure +4. Traverser cette case coûte 2&nbsp;points de déplacement.,"4&nbsp;Verbrennung bei Betreten, oder wenn du deinen Zug auf diesem Feld beginnst. Über dieses Feld zu gehen kostet 2&nbsp;Bewegung.",4 Bruciatura quando si entra o si inizia il proprio turno su questa casella. Attraversare questa casella costa 2 di movimento.,4 de queimadura ao passar ou iniciar seu turno neste espaço. Mover-se por este espaço custa 2 de movimento.
TILE_METALTILE_NAME,Metal Shards Tile,,Casilla de fragmentos de metal,Case d'éclats de métal,Metallsplitter,Casella di Frammenti Metallici,Espaço de Fragmentos de Metal
TILE_METALTILE_DESC,2 damage to things that step on this.,,2 de daño a todo aquello que esté encima.,Marcher dessus inflige 2&nbsp;dégâts.,2&nbsp;Schaden bei Betreten.,2 di danno per le cose che ci camminano sopra.,2 de dano para qualquer coisa que pise sobre ele.
TILE_GLITCHTILE_NAME,Glitch Tile,,Casilla de anomalía,Case buggée,Verbuggtes Feld,Casella Anomalia,Espaço de Glitch
TILE_GLITCHTILE_DESC,"Scrambles the spells of cats who walk through this, temporarily. Confuses non-cats.",,Altera temporalmente los hechizos de los gatos que la cruzan. Confunde a quienes no son gatos.,Altère temporairement les sorts des chats qui la traversent. Inflige Confusion aux unités non-chats.,"Durchmischt vorübergehend die Zauber von Katzen, die über dieses Feld gehen. Verwirrt nicht-Katzen.","Infligge Scompiglio agli incantesimi dei gatti che ci camminano sopra, temporaneamente. Confonde i non-gatti.",Embaralha temporariamente os encantamentos de gatos que caminham sobre este espaço. Confunde tudo que não for um gato.
TILE_ROADTILE_NAME,Road Tile,,Casilla de camino,Case de route,Straße,Casella Stradale,Espaço de Estrada
TILE_ROADTILE_DESC,Moving through this tile costs half of a movement.,,Moverse por esta casilla cuesta medio movimiento.,Traverser cette case coûte moitié moins de points de déplacement.,Über dieses Feld zu gehen kostet halb so viel Bewegung.,Attraversare questa casella costa mezzo movimento.,Mover-se por este espaço custa meio movimento.
TILE_ROCKTILE_NAME,Basalt Tile,,Casilla de basalto,Case de basalte,Basalt,Casella in Basalto,Espaço de Basalto
TILE_ROCKTILE_DESC,Moving through this tile costs 2 movement.,,Moverse por esta casilla cuesta 2 de movimiento.,Traverser cette case coûte 2&nbsp;points de déplacement.,"Über dieses Feld zu gehen, kostet 2&nbsp;Bewegung.",Attraversare questa casella costa 2 di movimento.,Mover-se por este espaço custa 2 de movimento.
TILE_STALAGMITETILE_NAME,Stalagmite Tile,,Casilla de estalagmitas,Case de stalagmite,Stalagmit,Casella di Stalagmite,Espaço de Estalagmite
TILE_STALAGMITETILE_DESC,Chance for a stalactite to fall on this at the end of the round.,,Hay probabilidad de que caiga una estalactita en esta casilla al final de la ronda.,Il y a des chances qu'une stalactite tombe sur cette case en fin de manche.,"Am Ende der Runde besteht die Wahrscheinlichkeit, dass ein Stalaktit auf dieses Feld fällt.",C'è un probabilità che una stalattite vi cada sopra alla fine del round.,Há uma chance de uma estalactite cair sobre este espaço no final da rodada.
TILE_WATERTILE_NAME,Water Tile,,Casilla de agua,Case d'eau,Wasser,Casella d'Acqua,Espaço de Água
TILE_WATERTILE_DESC,Moving through this tile costs 2 movement.,,Moverse por esta casilla cuesta 2 de movimiento.,Traverser cette case coûte 2&nbsp;points de déplacement.,"Über dieses Feld zu gehen, kostet 2&nbsp;Bewegung.",Attraversare questa casella costa 2 di movimento.,Mover-se por este espaço custa 2 de movimento.
TILE_WATERTILECURRENT_NAME,Water Current Tile,,Casilla de corriente de agua,Case de courant d'eau,Strömung,Casella d'Acqua Corrente,Espaço de Água Corrente
TILE_WATERTILECURRENT_DESC,Moving through this tile costs 2 movement. Pushes things on top of it at the end of the round.,,Moverse por esta casilla cuesta 2 de movimiento. Empuja a todo lo que haya encima al final de la ronda.,Traverser cette case coûte 2&nbsp;points de déplacement. Pousse les unités se trouvant dessus en fin de manche.,"Über dieses Feld zu gehen, kostet 2&nbsp;Bewegung. Am Ende der Runde werden Einheiten, die auf ihr stehen, weggedrückt.",Attraversare questa casella costa 2 di movimento. Spinge le cose sopra di essa alla fine del round.,Mover-se por este espaço custa 2 de movimento. Empurra coisas sobre ele até o final da rodada.
TILE_SUPERCOOLEDWATER_NAME,Supercooled Water Tile,,Casilla de agua superenfriada,Case d'eau en surfusion,Unterkühltes Wasser,Casella d'Acqua Super Raffreddata,Espaço de Água Resfriada
TILE_SUPERCOOLEDWATER_DESC,Will freeze the instant it's disturbed.,,Se congela en cuanto la perturban.,Gèle à la moindre interaction.,"Friert ein, wenn es gestört wird.",Si congela non appena viene turbata.,Congela no momento em que é perturbado.
,,,,,,,
TRAP_DAMAGETRAP_NAME,Damage Trap,,Trampa de daño,Piège nocif,Schadensfalle,Trappola Danno,Armadilha de Dano
TRAP_DAMAGETRAP_DESC,Damages what it catches. Does not interrupt movement.,,Inflige daño a todo lo que atrapa. No interrumpe el movimiento.,Inflige des dégâts à l'unité qu'il attrape. N'interrompt pas le déplacement.,Verursacht Schaden. Unterbricht Bewegung nicht.,Infligge danno a ciò che cattura. Non interrompe il movimento.,Causa dano ao que captura. Não interrompe o movimento.
TRAP_SNARETRAP_NAME,Snare Trap,,Trampa de lazo,Piège paralysant,Schlinge,Trappola a Laccio,Armadilha de Laço
TRAP_SNARETRAP_DESC,Immobilizes what it catches. Interrupts movement.,,Inmoviliza a todo lo que atrapa. Interrumpe el movimiento.,Immobilise l'unité qu'il attrape. Interrompt le déplacement.,Macht bewegungsunfähig. Unterbricht Bewegung.,Immobilizza ciò che cattura. Interrompe il movimento.,Imobiliza o que captura. Interrompe o movimento.
TRAP_BEARTRAP_NAME,Bear Trap,,Cepo para osos,Piège à ours,Bärenfalle,Trappola per Orsi,Armadilha de Urso
TRAP_BEARTRAP_DESC,Damages and immobilizes what it catches. Interrupts movement.,,Inflige daño a todo lo que atrapa y lo inmoviliza. Interrumpe el movimiento.,Inflige des dégâts et immobilise ce qu'il attrape. Interrompt le déplacement.,Verursacht Schaden und macht bewegungsunfähig. Unterbricht Bewegung.,Infligge danno e immobilizza ciò che cattura. Interrompe il movimento.,Causa dano e imobiliza o que captura. Interrompe o movimento.
